WRFGRID_ID,Longitude,Latitude,
 554,-121.093, 47.30605,    3.411
 555,-121.108, 47.44529,    3.411
 556,-121.124, 47.58453,    3.333
 557,-121.140, 47.72376,    1.220
 558,-121.156, 47.86297,    8.255
 559,-121.172, 48.00217,    4.970
 560,-121.188, 48.14135,    1.755
 561,-121.204, 48.28051,    1.755
 562,-121.220, 48.41966,    2.318
 563,-121.237, 48.55878,    2.318
 564,-121.253, 48.69789,    1.756
 565,-121.270, 48.83698,    1.696
 566,-121.286, 48.97604,    1.696
 567,-121.303, 49.11509,      NaN
 568,-120.697, 45.50510,    1.018
 569,-120.711, 45.64446,    1.018
 570,-120.725, 45.78383,    2.763
 571,-120.740, 45.92319,    2.814
 572,-120.754, 46.06254,    2.241
 573,-120.768, 46.20190,    1.674
 574,-120.783, 46.34125,    1.674
 575,-120.798, 46.48058,    1.674
 576,-120.812, 46.61992,   12.135
 577,-120.827, 46.75925,   13.707
 578,-120.842, 46.89857,    3.034
 579,-120.857, 47.03789,    3.226
 580,-120.872, 47.17719,    3.272
 581,-120.887, 47.31648,    3.411
 582,-120.902, 47.45576,    8.263
 583,-120.918, 47.59502,    2.648
 584,-120.933, 47.73428,    2.648
 585,-120.948, 47.87352,    2.648
 586,-120.964, 48.01274,    2.648
 587,-120.979, 48.15194,    2.182
 588,-120.995, 48.29114,    0.862
 589,-121.011, 48.43031,    0.858
 590,-121.027, 48.56947,    2.318
 591,-121.042, 48.70860,    1.696
 592,-121.058, 48.84771,    1.696
 593,-121.074, 48.98681,    1.696
 594,-121.091, 49.12587,      NaN
 595,-120.498, 45.51486,    0.954
 596,-120.512, 45.65424,    0.898
 597,-120.525, 45.79364,    2.814
 598,-120.539, 45.93301,    2.814
 599,-120.553, 46.07240,    1.974
 600,-120.567, 46.21178,    1.674
 601,-120.581, 46.35115,   18.937
 602,-120.595, 46.49052,   16.656
 603,-120.610, 46.62989,  791.801
 604,-120.624, 46.76924,   43.275
 605,-120.638, 46.90858,    3.177
 606,-120.653, 47.04791,   49.325
 607,-120.667, 47.18724,    2.256
 608,-120.682, 47.32656,    3.411
 609,-120.696, 47.46587,    9.459
 610,-120.711, 47.60516,    2.653
 611,-120.726, 47.74443,    2.648
 612,-120.741, 47.88370,    2.648
 613,-120.756, 48.02295,    2.404
 614,-120.771, 48.16218,    0.877
 615,-120.786, 48.30139,    0.853
 616,-120.801, 48.44059,    0.853
 617,-120.816, 48.57977,    2.232
 618,-120.832, 48.71893,    1.696
 619,-120.847, 48.85807,    1.696
 620,-120.863, 48.99719,    0.782
 621,-120.878, 49.13629,      NaN
 622,-120.299, 45.52427,    0.685
 623,-120.312, 45.66369,    0.685
 624,-120.325, 45.80309,    2.814
 625,-120.339, 45.94250,    2.814
 626,-120.352, 46.08191,    1.713
 627,-120.366, 46.22131,    1.674
 628,-120.379, 46.36071,   19.256
 629,-120.393, 46.50010,   23.348
 630,-120.407, 46.63949,   82.435
 631,-120.420, 46.77886,    4.238
 632,-120.434, 46.91823,    3.549
 633,-120.448, 47.05759,    2.269
 634,-120.462, 47.19695,    2.256
 635,-120.476, 47.33628,    8.763
 636,-120.490, 47.47561,   18.098
 637,-120.504, 47.61493,    9.458
 638,-120.519, 47.75423,    1.204
 639,-120.533, 47.89352,    0.853
 640,-120.547, 48.03279,    0.853
 641,-120.562, 48.17205,    0.853
 642,-120.576, 48.31129,    1.225
 643,-120.591, 48.45051,    0.519
 644,-120.606, 48.58972,    0.513
 645,-120.621, 48.72890,    0.513
 646,-120.635, 48.86807,    0.513
 647,-120.650, 49.00721,    0.513
 648,-120.665, 49.14634,      NaN
 649,-120.100, 45.53334,    0.685
 650,-120.113, 45.67277,    0.685
 651,-120.125, 45.81220,    2.017
 652,-120.138, 45.95163,    2.814
 653,-120.151, 46.09106,    1.674
 654,-120.164, 46.23049,    1.678
 655,-120.177, 46.36992,   28.336
 656,-120.190, 46.50932,   18.754
 657,-120.204, 46.64874,    6.768
 658,-120.217, 46.78813,    3.731
 659,-120.230, 46.92752,    3.549
 660,-120.243, 47.06691,    2.256
 661,-120.257, 47.20628,    2.256
 662,-120.270, 47.34565,   12.608
 663,-120.284, 47.48500,  189.097
 664,-120.298, 47.62434,   42.504
 665,-120.311, 47.76366,    0.853
 666,-120.325, 47.90297,   12.471
 667,-120.339, 48.04228,    5.990
 668,-120.353, 48.18155,    2.058
 669,-120.367, 48.32082,    2.675
 670,-120.381, 48.46006,    0.513
 671,-120.395, 48.59930,    0.513
 672,-120.410, 48.73851,    0.513
 673,-120.424, 48.87769,    0.513
 674,-120.438, 49.01686,    0.513
 675,-120.453, 49.15600,      NaN
 676,-119.901, 45.54206,    0.852
 677,-119.913, 45.68151,    8.845
 678,-119.925, 45.82097,    8.856
 679,-119.938, 45.96042,    2.814
 680,-119.950, 46.09988,    1.674
 681,-119.963, 46.23932,   56.271
 682,-119.975, 46.37877,   37.881
 683,-119.988, 46.51820,   17.562
 684,-120.000, 46.65763,    6.768
 685,-120.013, 46.79705,    3.560
 686,-120.026, 46.93647,    3.784
 687,-120.039, 47.07587,    3.227
 688,-120.052, 47.21527,    2.303
 689,-120.065, 47.35465,    1.271
 690,-120.078, 47.49403,    1.225
 691,-120.091, 47.63339,    1.227
 692,-120.104, 47.77274,    5.999
 693,-120.117, 47.91208,   25.309
 694,-120.131, 48.05140,    6.220
 695,-120.144, 48.19070,    2.675
 696,-120.158, 48.32999,    2.675
 697,-120.171, 48.46925,    1.794
 698,-120.185, 48.60851,    0.513
 699,-120.198, 48.74774,    0.513
 700,-120.212, 48.88694,    0.513
 701,-120.226, 49.02615,    0.513
 702,-120.240, 49.16531,      NaN
 703,-119.702, 45.55043,    0.852
 704,-119.713, 45.68991,    8.662
 705,-119.725, 45.82939,    9.343
 706,-119.737, 45.96886,    0.584
 707,-119.749, 46.10833,    0.584
 708,-119.761, 46.24780,   74.952
 709,-119.773, 46.38726,    7.680
 710,-119.785, 46.52672,    0.535
 711,-119.797, 46.66617,    5.890
 712,-119.809, 46.80562,    7.628
 713,-119.822, 46.94505,    7.628
 714,-119.834, 47.08448,    3.638
 715,-119.846, 47.22390,   54.345
 716,-119.859, 47.36330,    4.766
 717,-119.871, 47.50270,    1.225
 718,-119.884, 47.64209,    1.225
 719,-119.897, 47.78146,    1.577
 720,-119.910, 47.92081,    5.848
 721,-119.922, 48.06015,    5.025
 722,-119.935, 48.19948,    9.401
 723,-119.948, 48.33879,    3.438
 724,-119.961, 48.47808,    2.668
 725,-119.974, 48.61736,    1.233
 726,-119.987, 48.75661,    0.590
 727,-120.001, 48.89584,    0.568
 728,-120.014, 49.03505,    0.513
 729,-120.027, 49.17425,      NaN
 730,-119.502, 45.55846,    0.852
 731,-119.514, 45.69796,    0.852
 732,-119.525, 45.83745,    9.343
 733,-119.536, 45.97695,    0.584
 734,-119.548, 46.11643,    0.584
 735,-119.559, 46.25592,    9.677
 736,-119.571, 46.39540,   14.373
 737,-119.582, 46.53489,    0.034
 738,-119.594, 46.67436,    1.341
 739,-119.606, 46.81382,    7.628
 740,-119.617, 46.95328,    7.628
 741,-119.629, 47.09273,    4.093
 742,-119.641, 47.23216,    8.396
 743,-119.653, 47.37160,   25.566
 744,-119.665, 47.51101,    1.225
 745,-119.677, 47.65041,    1.225
 746,-119.689, 47.78981,    3.009
 747,-119.702, 47.92918,    3.025
 748,-119.714, 48.06855,    2.812
 749,-119.726, 48.20789,    8.173
 750,-119.738, 48.34723,   25.817
 751,-119.751, 48.48653,    2.760
 752,-119.763, 48.62584,    2.760
 753,-119.776, 48.76510,    2.358
 754,-119.789, 48.90436,    2.358
 755,-119.801, 49.04359,      NaN
 756,-119.814, 49.18281,      NaN
 757,-119.303, 45.56613,    0.852
 758,-119.314, 45.70565,    4.851
 759,-119.325, 45.84517,  126.463
 760,-119.336, 45.98468,    9.443
 761,-119.347, 46.12419,    3.026
 762,-119.357, 46.26370,  158.333
 763,-119.368, 46.40321,   22.878
 764,-119.380, 46.54270,    0.058
 765,-119.391, 46.68219,    6.489
 766,-119.402, 46.82167,    8.219
 767,-119.413, 46.96115,    7.490
 768,-119.424, 47.10062,    4.616
 769,-119.436, 47.24007,    4.324
 770,-119.447, 47.37952,   26.511
 771,-119.459, 47.51896,    3.036
 772,-119.470, 47.65839,    1.251
 773,-119.482, 47.79780,    1.225
 774,-119.493, 47.93719,    3.025
 775,-119.505, 48.07658,    2.877
 776,-119.517, 48.21595,    1.957
 777,-119.529, 48.35530,    1.957
 778,-119.541, 48.49463,   22.362
 779,-119.553, 48.63395,    6.144
 780,-119.565, 48.77324,    6.998
 781,-119.577, 48.91251,    2.358
 782,-119.589, 49.05178,      NaN
 783,-119.601, 49.19101,      NaN
 784,-119.104, 45.57347,    4.851
 785,-119.114, 45.71300,   10.210
 786,-119.124, 45.85254,    9.024
 787,-119.135, 45.99207,    1.874
 788,-119.145, 46.13159,   92.306
 789,-119.156, 46.27112,  585.188
 790,-119.166, 46.41064,   15.295
 791,-119.177, 46.55016,   13.793
 792,-119.187, 46.68968,    6.595
 793,-119.198, 46.82917,  137.826
 794,-119.209, 46.96867,   14.258
 795,-119.220, 47.10815,   49.154
 796,-119.230, 47.24763,    3.845
 797,-119.241, 47.38709,    2.443
 798,-119.252, 47.52655,    3.036
 799,-119.263, 47.66600,    3.036
 800,-119.274, 47.80543,    1.646
 801,-119.285, 47.94484,    3.025
 802,-119.297, 48.08425,    3.009
 803,-119.308, 48.22363,    1.957
 804,-119.319, 48.36300,    1.957
 805,-119.330, 48.50235,    2.143
 806,-119.342, 48.64169,    3.720
 807,-119.353, 48.78101,    2.911
 808,-119.365, 48.92030,    2.358
 809,-119.376, 49.05957,      NaN
 810,-119.388, 49.19883,      NaN
 811,-118.905, 45.58045,    4.829
 812,-118.914, 45.72000,    5.897
 813,-118.924, 45.85956,    6.250
 814,-118.934, 45.99911,    6.250
 815,-118.944, 46.13865,    7.833
 816,-118.954, 46.27819,    1.751
 817,-118.964, 46.41773,    1.118
 818,-118.974, 46.55727,   12.428
 819,-118.984, 46.69679,    6.595
 820,-118.994, 46.83632,    9.630
 821,-119.004, 46.97583,    7.970
 822,-119.015, 47.11533,    4.060
 823,-119.025, 47.25483,    2.308
 824,-119.035, 47.39431,    2.365
 825,-119.046, 47.53379,    2.940
 826,-119.056, 47.67325,    3.036
 827,-119.067, 47.81270,    3.036
 828,-119.077, 47.95214,    3.036
 829,-119.088, 48.09156,    3.025
 830,-119.099, 48.23096,    3.287
 831,-119.109, 48.37035,    2.237
 832,-119.120, 48.50971,    2.430
 833,-119.131, 48.64907,    2.358
 834,-119.142, 48.78841,    2.358
 835,-119.153, 48.92772,    2.358
 836,-119.164, 49.06702,      NaN
 837,-119.175, 49.20628,      NaN
 838,-118.705, 45.58709,    8.598
 839,-118.714, 45.72666,    9.808
 840,-118.724, 45.86623,    6.250
 841,-118.733, 46.00579,    6.216
 842,-118.742, 46.14536,    3.710
 843,-118.752, 46.28492,    3.703
 844,-118.761, 46.42447,    1.118
 845,-118.771, 46.56402,    4.268
 846,-118.780, 46.70358,    6.549
 847,-118.790, 46.84311,    0.831
 848,-118.800, 46.98264,    0.831
 849,-118.810, 47.12216,    1.526
 850,-118.819, 47.26167,    1.706
 851,-118.829, 47.40118,    1.374
 852,-118.839, 47.54066,    1.619
 853,-118.849, 47.68015,    1.625
 854,-118.859, 47.81961,    1.625
 855,-118.869, 47.95906,    1.547
 856,-118.879, 48.09850,    2.827
 857,-118.889, 48.23792,    3.005
 858,-118.900, 48.37732,    3.238
 859,-118.910, 48.51671,    2.844
 860,-118.920, 48.65609,    2.358
 861,-118.930, 48.79543,    2.358
 862,-118.941, 48.93476,    2.358
 863,-118.951, 49.07408,      NaN
 864,-118.962, 49.21337,      NaN
 865,-118.506, 45.59337,    2.923
 866,-118.514, 45.73296,    1.218
 867,-118.523, 45.87255,    6.474
 868,-118.532, 46.01213,    5.793
 869,-118.541, 46.15170,    3.723
 870,-118.550, 46.29129,    3.718
 871,-118.559, 46.43085,    3.704
 872,-118.568, 46.57042,    2.388
 873,-118.577, 46.70998,    1.114
 874,-118.586, 46.84953,    0.831
 875,-118.595, 46.98909,    0.831
 876,-118.604, 47.12862,    1.792
 877,-118.614, 47.26814,    1.659
 878,-118.623, 47.40767,    1.374
 879,-118.632, 47.54717,    1.583
 880,-118.642, 47.68667,    1.625
 881,-118.651, 47.82615,    1.625
 882,-118.661, 47.96562,    0.878
 883,-118.670, 48.10507,    0.677
 884,-118.680, 48.24450,    0.677
 885,-118.690, 48.38394,    0.677
 886,-118.699, 48.52333,    2.927
 887,-118.709, 48.66273,    3.667
 888,-118.719, 48.80209,    2.571
 889,-118.729, 48.94144,    1.562
 890,-118.739, 49.08077,      NaN
 891,-118.749, 49.22007,      NaN
 892,-118.306, 45.59932,    0.848
 893,-118.314, 45.73892,    2.006
 894,-118.323, 45.87852,    5.083
 895,-118.331, 46.01811,   52.223
 896,-118.339, 46.15770,   16.822
 897,-118.348, 46.29730,    3.720
 898,-118.356, 46.43689,    3.704
 899,-118.365, 46.57647,    3.704
 900,-118.373, 46.71604,    1.101
 901,-118.382, 46.85561,    0.831
 902,-118.391, 46.99517,    0.868
 903,-118.399, 47.13473,    1.792
 904,-118.408, 47.27427,    1.612
 905,-118.417, 47.41380,    1.374
 906,-118.426, 47.55333,    1.460
 907,-118.435, 47.69284,    1.840
 908,-118.444, 47.83233,    1.625
 909,-118.452, 47.97182,    0.677
 910,-118.462, 48.11129,    0.677
 911,-118.471, 48.25074,    0.677
 912,-118.480, 48.39017,    0.677
 913,-118.489, 48.52960,    1.420
 914,-118.498, 48.66901,    3.613
 915,-118.507, 48.80839,    2.771
 916,-118.517, 48.94775,    1.562
 917,-118.526, 49.08710,      NaN
 918,-118.535, 49.22642,      NaN
 919,-118.107, 45.60491,    2.976
 920,-118.114, 45.74453,    2.358
 921,-118.122, 45.88414,    5.650
 922,-118.130, 46.02375,    4.562
 923,-118.138, 46.16336,    3.723
 924,-118.146, 46.30297,    2.602
 925,-118.154, 46.44257,    0.676
 926,-118.162, 46.58216,    1.144
 927,-118.170, 46.72175,    1.453
 928,-118.178, 46.86134,    0.831
 929,-118.186, 47.00092,    0.836
 930,-118.194, 47.14048,    1.792
 931,-118.202, 47.28004,    1.572
 932,-118.211, 47.41958,    1.374
 933,-118.219, 47.55912,    1.548
 934,-118.227, 47.69865,    5.965
 935,-118.236, 47.83816,    2.077
 936,-118.244, 47.97766,    3.256
 937,-118.253, 48.11714,    2.333
 938,-118.261, 48.25661,    0.677
 939,-118.270, 48.39606,    0.677
 940,-118.278, 48.53550,    1.490
 941,-118.287, 48.67492,    1.562
 942,-118.296, 48.81432,    1.562
 943,-118.304, 48.95369,    1.562
 944,-118.313, 49.09305,      NaN
 945,-118.322, 49.23239,      NaN
 946,-117.907, 45.61016,    3.262
 947,-117.914, 45.74978,    3.262
 948,-117.922, 45.88941,    1.875
 949,-117.929, 46.02904,    2.305
 950,-117.936, 46.16866,    2.989
 951,-117.944, 46.30827,    2.989
 952,-117.951, 46.44789,    0.802
 953,-117.959, 46.58750,    0.743
 954,-117.966, 46.72710,    1.455
 955,-117.974, 46.86670,    2.081
 956,-117.981, 47.00629,    1.572
 957,-117.989, 47.14587,    1.979
 958,-117.997, 47.28544,    1.552
 959,-118.004, 47.42501,    1.374
 960,-118.012, 47.56455,    1.601
 961,-118.020, 47.70409,    2.077
 962,-118.028, 47.84362,    3.009
 963,-118.036, 47.98313,    3.705
 964,-118.044, 48.12263,    3.255
 965,-118.052, 48.26210,    2.447
 966,-118.060, 48.40158,    4.062
 967,-118.068, 48.54101,    6.199
 968,-118.076, 48.68045,    4.641
 969,-118.084, 48.81987,    4.641
 970,-118.092, 48.95926,    4.641
 971,-118.100, 49.09863,      NaN
 972,-118.109, 49.23798,      NaN
 973,-117.707, 45.61505,    0.801
 974,-117.714, 45.75469,    0.802
 975,-117.721, 45.89434,    0.825
 976,-117.728, 46.03397,    2.586
 977,-117.735, 46.17361,    2.989
 978,-117.742, 46.31324,    2.989
 979,-117.749, 46.45287,    2.105
 980,-117.756, 46.59249,    2.432
 981,-117.763, 46.73210,    1.222
 982,-117.770, 46.87170,    1.713
 983,-117.777, 47.01131,    2.478
 984,-117.784, 47.15090,    2.478
 985,-117.791, 47.29049,    3.616
 986,-117.798, 47.43006,    6.960
 987,-117.805, 47.56962,   15.563
 988,-117.813, 47.70918,   12.467
 989,-117.820, 47.84871,   19.692
 990,-117.827, 47.98824,    4.632
 991,-117.835, 48.12775,    5.852
 992,-117.842, 48.26724,    4.948
 993,-117.850, 48.40672,    5.275
 994,-117.857, 48.54618,   15.758
 995,-117.865, 48.68563,    8.044
 996,-117.872, 48.82506,    4.674
 997,-117.880, 48.96446,    4.641
 998,-117.887, 49.10386,      NaN
 999,-117.895, 49.24321,      NaN
1000,-117.508, 45.61961,    1.583
1001,-117.514, 45.75925,    0.801
1002,-117.520, 45.89891,    0.801
1003,-117.527, 46.03856,    0.860
1004,-117.533, 46.17820,    0.363
1005,-117.539, 46.31784,    0.543
1006,-117.546, 46.45747,    4.148
1007,-117.552, 46.59711,    0.364
1008,-117.559, 46.73673,    1.356
1009,-117.565, 46.87636,    9.461
1010,-117.572, 47.01597,    2.478
1011,-117.579, 47.15558,    2.478
1012,-117.585, 47.29518,    3.694
1013,-117.592, 47.43476,    4.039
1014,-117.599, 47.57434,   32.290
1015,-117.605, 47.71389,   18.229
1016,-117.612, 47.85345,   25.082
1017,-117.619, 47.99299,   13.812
1018,-117.626, 48.13251,    5.110
1019,-117.633, 48.27201,    4.856
1020,-117.639, 48.41150,    4.789
1021,-117.646, 48.55098,    3.649
1022,-117.653, 48.69044,    3.064
1023,-117.660, 48.82987,    4.637
1024,-117.667, 48.96929,    4.641
1025,-117.675, 49.10868,      NaN
1026,-117.682, 49.24806,      NaN
1027,-117.308, 45.62380,    4.242
1028,-117.314, 45.76346,    0.804
1029,-117.320, 45.90312,    0.801
1030,-117.326, 46.04278,    3.175
1031,-117.331, 46.18244,    3.175
1032,-117.337, 46.32209,   12.123
1033,-117.343, 46.46174,    0.363
1034,-117.349, 46.60139,    0.822
1035,-117.355, 46.74102,   12.951
1036,-117.361, 46.88066,   11.623
1037,-117.367, 47.02028,    5.639
1038,-117.373, 47.15990,    3.304
1039,-117.379, 47.29950,    3.540
1040,-117.385, 47.43909,    3.791
1041,-117.392, 47.57868,   96.512
1042,-117.398, 47.71825, 1680.206
1043,-117.404, 47.85782,   51.408
1044,-117.410, 47.99737,   35.927
1045,-117.417, 48.13690,    6.409
1046,-117.423, 48.27642,    4.546
1047,-117.429, 48.41592,    2.864
1048,-117.436, 48.55541,    2.864
1049,-117.442, 48.69488,    1.342
1050,-117.449, 48.83432,    1.342
1051,-117.455, 48.97375,    3.274
1052,-117.462, 49.11316,      NaN
1053,-117.468, 49.25255,      NaN
1054,-117.108, 45.62766,    0.513
1055,-117.114, 45.76733,    0.513
1056,-117.119, 45.90699,    0.513
1057,-117.124, 46.04667,    3.175
1058,-117.130, 46.18633,    3.175
1059,-117.135, 46.32600,    4.451
1060,-117.140, 46.46566,    3.261
1061,-117.146, 46.60531,    2.557
1062,-117.151, 46.74496,  246.674
1063,-117.157, 46.88460,    4.839
1064,-117.162, 47.02424,    4.691
1065,-117.168, 47.16385,    4.005
1066,-117.173, 47.30348,    3.576
1067,-117.179, 47.44308,    3.791
1068,-117.185, 47.58267,   11.766
1069,-117.190, 47.72226,  177.978
1070,-117.196, 47.86183,   20.894
1071,-117.202, 48.00139,   16.306
1072,-117.208, 48.14094,   11.725
1073,-117.213, 48.28046,    2.943
1074,-117.219, 48.41998,    2.864
1075,-117.225, 48.55947,    1.371
1076,-117.231, 48.69895,    1.342
1077,-117.237, 48.83841,    1.342
1078,-117.243, 48.97784,    1.342
1079,-117.249, 49.11727,      NaN
1080,-117.255, 49.25666,      NaN
1081,-116.909, 45.63116,    0.513
1082,-116.913, 45.77084,    0.513
1083,-116.918, 45.91052,    0.513
1084,-116.923, 46.05019,    7.187
1085,-116.928, 46.18987,    7.108
1086,-116.933, 46.32954,    7.652
1087,-116.938, 46.46921,   24.110
1088,-116.943, 46.60887,    6.130
1089,-116.948, 46.74853,  101.184
1090,-116.952, 46.88818,    4.281
1091,-116.957, 47.02783,    4.281
1092,-116.962, 47.16745,    4.463
1093,-116.968, 47.30709,    4.463
1094,-116.973, 47.44670,    5.925
1095,-116.978, 47.58630,   13.791
1096,-116.983, 47.72590,  149.729
1097,-116.988, 47.86548,   48.460
1098,-116.993, 48.00505,   18.636
1099,-116.998, 48.14460,   14.900
1100,-117.004, 48.28414,    7.053
1101,-117.009, 48.42366,    5.553
1102,-117.014, 48.56315,    1.391
1103,-117.020, 48.70265,    1.389
1104,-117.025, 48.84211,    1.515
1105,-117.030, 48.98156,    2.246
1106,-117.036, 49.12099,      NaN
1107,-117.041, 49.26040,      NaN
