Longitude,Latitude,YearDay
-120.186,47.794,2012257
-120.191,47.814,2012257
-120.197,47.783,2012257
-120.2,47.792,2012257
-120.258,47.886,2012257
-120.261,47.896,2012257
-120.275,47.894,2012257
-120.278,47.904,2012257
-120.261,47.794,2012257
-120.264,47.804,2012257
-120.287,47.882,2012257
-120.275,47.793,2012257
-120.278,47.802,2012257
-120.29,47.791,2012257
-120.293,47.8,2012257
-120.58,48.056,2012257
-120.406,47.42,2012257
-120.4,47.35,2012257
-120.417,47.408,2012257
-120.412,47.338,2012257
-120.414,47.348,2012257
-120.417,47.358,2012257
-120.432,47.406,2012257
-120.426,47.336,2012257
-120.429,47.346,2012257
-120.443,47.344,2012257
-120.446,47.354,2012257
-120.463,47.412,2012257
-120.504,47.447,2012257
-120.506,47.457,2012257
-120.495,47.367,2012257
-120.518,47.445,2012257
-120.521,47.455,2012257
-120.527,47.475,2012257
-120.509,47.365,2012257
-120.535,47.453,2012257
-120.538,47.463,2012257
-121.047,46.681,2012257
-121.05,46.691,2012257
-121.061,46.679,2012257
-121.064,46.689,2012257
-121.075,46.677,2012257
-121.498,46.137,2012257
-121.512,46.135,2012257
-121.529,46.143,2012257
-121.547,46.201,2012257
-121.537,46.121,2012257
-121.54,46.131,2012257
-121.543,46.14,2012257
-121.546,46.15,2012257
-121.554,46.129,2012257
-121.557,46.138,2012257
-121.585,46.134,2012257
-121.588,46.144,2012257
-121.599,46.132,2012257
-119.161,45.852,2012257
-119.994,48.225,2012257
-120.05,48.106,2012257
-120.129,48.167,2012257
-120.161,48.173,2012257
-120.167,48.141,2012257
-120.169,48.151,2012257
-120.181,48.14,2012257
-120.207,48.126,2012257
-120.157,47.798,2012257
-120.162,47.818,2012257
-120.168,47.786,2012257
-120.171,47.796,2012257
-120.223,47.82,2012257
-120.246,47.898,2012257
-120.249,47.908,2012257
-120.252,47.867,2012257
-120.255,47.876,2012257
-120.241,47.777,2012257
-120.246,47.796,2012257
-120.269,47.874,2012257
-120.272,47.884,2012257
-120.258,47.785,2012257
-120.267,47.814,2012257
-120.284,47.873,2012257
-120.27,47.773,2012257
-120.272,47.783,2012257
-120.284,47.771,2012257
-120.566,48.058,2012257
-120.577,48.046,2012257
-120.589,48.034,2012257
-120.391,47.321,2012257
-120.403,47.36,2012257
-120.409,47.379,2012257
-120.603,48.032,2012257
-120.406,47.319,2012257
-120.409,47.328,2012257
-120.435,47.416,2012257
-120.437,47.426,2012257
-120.44,47.436,2012257
-120.423,47.326,2012257
-120.432,47.356,2012257
-120.452,47.424,2012257
-120.449,47.363,2012257
-120.48,47.369,2012257
-120.501,47.438,2012257
-120.509,47.467,2012257
-120.489,47.348,2012257
-120.515,47.436,2012257
-120.524,47.465,2012257
-120.503,47.346,2012257
-120.506,47.356,2012257
-120.524,47.363,2012257
-120.523,47.262,2012257
-120.552,47.258,2012257
-120.563,47.246,2012257
-120.566,47.256,2012257
-120.572,47.225,2012257
-120.575,47.235,2012257
-120.578,47.244,2012257
-120.595,47.252,2012257
-120.598,47.262,2012257
-120.609,47.25,2012257
-120.626,47.258,2012257
-120.658,47.213,2012257
-120.779,47.369,2012257
-121.024,46.704,2012257
-121.027,46.663,2012257
-121.041,46.712,2012257
-121.041,46.661,2012257
-121.044,46.671,2012257
-121.055,46.659,2012257
-121.067,46.698,2012257
-121.456,46.143,2012257
-121.464,46.122,2012257
-121.467,46.131,2012257
-121.478,46.12,2012257
-121.481,46.129,2012257
-121.484,46.139,2012257
-121.487,46.149,2012257
-121.492,46.118,2012257
-121.495,46.127,2012257
-121.501,46.147,2012257
-121.506,46.115,2012257
-121.509,46.125,2012257
-121.515,46.145,2012257
-121.518,46.154,2012257
-121.524,46.174,2012257
-121.523,46.123,2012257
-121.526,46.133,2012257
-121.532,46.152,2012257
-121.548,46.109,2012257
-121.562,46.107,2012257
-121.568,46.127,2012257
-121.574,46.146,2012257
-121.573,46.095,2012257
-119.997,48.235,2012258
-120.009,48.223,2012258
-120.011,48.233,2012258
-120.134,48.186,2012258
-120.152,48.194,2012258
-120.155,48.153,2012258
-120.158,48.163,2012258
-120.169,48.151,2012258
-120.172,48.161,2012258
-120.184,48.149,2012258
-120.193,48.179,2012258
-120.201,48.157,2012258
-120.204,48.167,2012258
-120.213,48.145,2012258
-120.219,48.165,2012258
-120.188,47.804,2012258
-120.191,47.814,2012258
-120.194,47.824,2012258
-120.2,47.792,2012258
-120.203,47.802,2012258
-120.206,47.812,2012258
-120.215,47.79,2012258
-120.217,47.8,2012258
-120.246,47.898,2012258
-120.249,47.908,2012258
-120.258,47.886,2012258
-120.263,47.906,2012258
-120.275,47.894,2012258
-120.278,47.904,2012258
-120.281,47.913,2012258
-120.287,47.882,2012258
-120.29,47.892,2012258
-120.295,47.912,2012258
-120.298,47.921,2012258
-120.275,47.793,2012258
-120.278,47.802,2012258
-120.304,47.89,2012258
-120.307,47.9,2012258
-120.29,47.791,2012258
-120.293,47.8,2012258
-120.296,47.81,2012258
-120.321,47.898,2012258
-120.304,47.789,2012258
-120.307,47.798,2012258
-120.397,47.34,2012258
-120.4,47.35,2012258
-120.417,47.408,2012258
-120.429,47.447,2012258
-120.412,47.338,2012258
-120.432,47.406,2012258
-120.435,47.416,2012258
-120.606,47.991,2012258
-120.426,47.336,2012258
-120.429,47.346,2012258
-120.443,47.395,2012258
-120.449,47.414,2012258
-120.443,47.344,2012258
-120.446,47.354,2012258
-120.463,47.412,2012258
-120.495,47.469,2012258
-120.608,47.849,2012258
-120.623,47.847,2012258
-120.492,47.358,2012258
-120.495,47.367,2012258
-120.524,47.465,2012258
-120.527,47.475,2012258
-120.529,47.484,2012258
-120.509,47.365,2012258
-120.512,47.375,2012258
-120.541,47.473,2012258
-120.524,47.363,2012258
-120.529,47.383,2012258
-121.033,46.683,2012258
-121.036,46.693,2012258
-121.047,46.681,2012258
-121.484,46.139,2012258
-121.527,46.184,2012258
-121.543,46.14,2012258
-121.546,46.15,2012258
-121.554,46.129,2012258
-121.571,46.136,2012258
-121.574,46.146,2012258
-119.147,45.854,2012258
-119.979,48.227,2012258
-119.994,48.225,2012258
-120.129,48.167,2012258
-120.174,47.806,2012258
-120.226,47.88,2012258
-120.24,47.878,2012258
-120.243,47.888,2012258
-120.261,47.896,2012258
-120.272,47.884,2012258
-120.261,47.794,2012258
-120.551,48.06,2012258
-120.554,48.07,2012258
-120.566,48.058,2012258
-120.568,48.068,2012258
-120.577,48.046,2012258
-120.58,48.056,2012258
-120.4,47.401,2012258
-120.571,47.976,2012258
-120.414,47.399,2012258
-120.426,47.438,2012258
-120.586,47.974,2012258
-120.589,47.984,2012258
-120.609,48.052,2012258
-120.443,47.445,2012258
-120.6,47.972,2012258
-120.603,47.982,2012258
-120.449,47.363,2012258
-120.455,47.332,2012258
-120.457,47.342,2012258
-120.463,47.311,2012258
-120.466,47.321,2012258
-120.478,47.36,2012258
-120.483,47.328,2012258
-120.492,47.307,2012258
-120.495,47.317,2012258
-120.492,47.256,2012258
-120.506,47.305,2012258
-120.708,47.978,2012258
-120.512,47.274,2012258
-120.725,47.985,2012258
-120.52,47.252,2012258
-120.523,47.262,2012258
-120.734,47.964,2012258
-120.538,47.26,2012258
-120.549,47.248,2012258
-120.552,47.258,2012258
-120.564,47.297,2012258
-120.563,47.246,2012258
-120.566,47.256,2012258
-120.581,47.305,2012258
-120.584,47.315,2012258
-120.578,47.244,2012258
-120.581,47.254,2012258
-120.584,47.264,2012258
-120.586,47.274,2012258
-120.592,47.293,2012258
-120.595,47.303,2012258
-120.595,47.252,2012258
-120.629,47.217,2012258
-120.835,47.554,2012258
-121.061,46.679,2012258
-121.467,46.131,2012258
-121.47,46.141,2012258
-121.498,46.137,2012258
-121.501,46.147,2012258
-121.512,46.135,2012258
-121.523,46.123,2012258
-120.149,48.184,2012259
-120.175,48.171,2012259
-120.187,48.159,2012259
-120.19,48.169,2012259
-120.246,47.898,2012259
-120.249,47.908,2012259
-120.252,47.917,2012259
-120.255,47.876,2012259
-120.258,47.886,2012259
-120.263,47.906,2012259
-120.266,47.915,2012259
-120.269,47.874,2012259
-120.272,47.884,2012259
-120.389,47.412,2012259
-120.4,47.401,2012259
-120.403,47.41,2012259
-120.592,48.044,2012259
-120.414,47.399,2012259
-120.417,47.408,2012259
-120.586,47.974,2012259
-120.589,47.984,2012259
-120.412,47.338,2012259
-120.429,47.397,2012259
-120.432,47.406,2012259
-120.6,47.972,2012259
-120.603,47.982,2012259
-120.443,47.395,2012259
-120.457,47.342,2012259
-120.46,47.352,2012259
-120.498,47.479,2012259
-120.472,47.34,2012259
-120.475,47.35,2012259
-120.483,47.379,2012259
-120.512,47.477,2012259
-120.489,47.348,2012259
-120.498,47.377,2012259
-120.501,47.387,2012259
-120.527,47.475,2012259
-120.492,47.307,2012259
-120.515,47.385,2012259
-120.52,47.252,2012259
-120.523,47.262,2012259
-120.737,47.974,2012259
-120.535,47.25,2012259
-120.538,47.26,2012259
-120.549,47.248,2012259
-120.552,47.258,2012259
-120.563,47.246,2012259
-120.566,47.256,2012259
-120.581,47.254,2012259
-120.592,47.293,2012259
-120.595,47.252,2012259
-120.598,47.262,2012259
-120.612,47.26,2012259
-121.033,46.683,2012259
-121.047,46.681,2012259
-121.464,46.122,2012259
-121.467,46.131,2012259
-121.475,46.11,2012259
-121.478,46.12,2012259
-121.481,46.129,2012259
-121.484,46.139,2012259
-121.492,46.118,2012259
-121.495,46.127,2012259
-121.498,46.137,2012259
-121.554,46.129,2012259
-121.557,46.138,2012259
-121.571,46.136,2012259
-121.044,46.671,2012259
-120.532,47.24,2012259
-120.592,47.242,2012259
-120.397,47.391,2012259
-120.423,47.326,2012259
-120.165,47.777,2012259
-120.988,48.345,2012259
-117.261,46.39,2012259
-120.146,48.175,2012259
-120.158,48.163,2012259
-120.161,48.173,2012259
-120.163,48.182,2012259
-120.166,48.192,2012259
-120.167,48.141,2012259
-120.172,48.161,2012259
-120.178,48.181,2012259
-120.181,48.19,2012259
-120.181,48.14,2012259
-120.184,48.149,2012259
-120.193,48.179,2012259
-120.196,48.138,2012259
-120.199,48.147,2012259
-120.201,48.157,2012259
-120.204,48.167,2012259
-120.214,47.892,2012259
-120.232,47.9,2012259
-120.234,47.909,2012259
-120.237,47.919,2012259
-120.243,47.888,2012259
-120.255,47.927,2012259
-120.261,47.896,2012259
-120.275,47.894,2012259
-120.551,48.06,2012259
-120.065,46.341,2012259
-120.566,48.058,2012259
-120.56,47.988,2012259
-120.577,48.046,2012259
-120.583,48.066,2012259
-120.568,47.966,2012259
-120.571,47.976,2012259
-120.574,47.986,2012259
-120.577,47.995,2012259
-120.589,48.034,2012259
-120.412,47.389,2012259
-120.58,47.954,2012259
-120.583,47.964,2012259
-120.592,47.993,2012259
-120.606,48.042,2012259
-120.409,47.328,2012259
-120.42,47.367,2012259
-120.426,47.387,2012259
-120.594,47.952,2012259
-120.597,47.962,2012259
-120.606,47.991,2012259
-120.426,47.336,2012259
-120.44,47.385,2012259
-120.609,47.95,2012259
-120.612,47.96,2012259
-120.615,47.97,2012259
-120.623,47.999,2012259
-120.437,47.324,2012259
-120.626,47.958,2012259
-120.452,47.322,2012259
-120.455,47.332,2012259
-120.463,47.361,2012259
-120.466,47.371,2012259
-120.495,47.469,2012259
-120.501,47.488,2012259
-120.466,47.321,2012259
-120.469,47.33,2012259
-120.478,47.36,2012259
-120.48,47.369,2012259
-120.506,47.457,2012259
-120.509,47.467,2012259
-120.515,47.486,2012259
-120.463,47.26,2012259
-120.475,47.299,2012259
-120.478,47.309,2012259
-120.48,47.319,2012259
-120.486,47.338,2012259
-120.495,47.367,2012259
-120.503,47.397,2012259
-120.521,47.455,2012259
-120.524,47.465,2012259
-120.529,47.484,2012259
-120.477,47.258,2012259
-120.483,47.278,2012259
-120.486,47.287,2012259
-120.489,47.297,2012259
-120.498,47.326,2012259
-120.501,47.336,2012259
-120.509,47.365,2012259
-120.518,47.395,2012259
-120.535,47.453,2012259
-120.538,47.463,2012259
-120.541,47.473,2012259
-120.486,47.237,2012259
-120.492,47.256,2012259
-120.495,47.266,2012259
-120.498,47.276,2012259
-120.503,47.295,2012259
-120.532,47.393,2012259
-120.5,47.235,2012259
-120.503,47.244,2012259
-120.506,47.254,2012259
-120.509,47.264,2012259
-120.518,47.293,2012259
-120.515,47.233,2012259
-120.518,47.242,2012259
-120.526,47.272,2012259
-120.731,47.954,2012259
-120.734,47.964,2012259
-120.74,47.983,2012259
-120.529,47.231,2012259
-120.541,47.27,2012259
-120.546,47.289,2012259
-120.552,47.309,2012259
-120.745,47.952,2012259
-120.748,47.962,2012259
-120.751,47.972,2012259
-120.546,47.239,2012259
-120.555,47.268,2012259
-120.561,47.287,2012259
-120.566,47.307,2012259
-120.569,47.317,2012259
-120.76,47.95,2012259
-120.763,47.96,2012259
-120.561,47.237,2012259
-120.569,47.266,2012259
-120.572,47.276,2012259
-120.575,47.285,2012259
-120.578,47.295,2012259
-120.581,47.305,2012259
-120.584,47.315,2012259
-120.575,47.235,2012259
-120.578,47.244,2012259
-120.584,47.264,2012259
-120.586,47.274,2012259
-120.589,47.283,2012259
-120.595,47.303,2012259
-120.598,47.313,2012259
-120.589,47.233,2012259
-120.601,47.272,2012259
-120.604,47.281,2012259
-120.607,47.291,2012259
-120.603,47.231,2012259
-120.606,47.24,2012259
-120.964,48.369,2012259
-120.976,48.357,2012259
-120.979,48.367,2012259
-120.641,47.205,2012259
-120.818,47.546,2012259
-120.821,47.556,2012259
-120.829,47.534,2012259
-120.832,47.544,2012259
-120.835,47.554,2012259
-120.841,47.523,2012259
-120.844,47.532,2012259
-120.847,47.542,2012259
-120.849,47.552,2012259
-120.855,47.521,2012259
-120.967,46.956,2012259
-121.002,46.779,2012259
-121.013,46.665,2012259
-121.015,46.675,2012259
-121.018,46.685,2012259
-121.027,46.663,2012259
-121.03,46.673,2012259
-121.036,46.693,2012259
-121.041,46.661,2012259
-121.05,46.691,2012259
-121.053,46.7,2012259
-121.064,46.689,2012259
-121.05,46.497,2012259
-121.061,46.486,2012259
-121.064,46.495,2012259
-121.067,46.505,2012259
-121.07,46.515,2012259
-121.078,46.493,2012259
-121.081,46.503,2012259
-121.365,46.899,2012259
-121.37,46.675,2012259
-121.363,46.605,2012259
-121.221,45.995,2012259
-121.226,45.964,2012259
-121.229,45.973,2012259
-121.243,45.971,2012259
-121.239,45.911,2012259
-121.242,45.921,2012259
-121.262,45.938,2012259
-121.285,45.965,2012259
-121.32,46.082,2012259
-121.275,45.885,2012259
-121.287,45.924,2012259
-121.299,45.963,2012259
-121.325,46.051,2012259
-121.328,46.06,2012259
-121.331,46.07,2012259
-121.292,45.893,2012259
-121.295,45.903,2012259
-121.316,45.971,2012259
-121.513,46.613,2012259
-121.313,45.819,2012259
-121.316,45.828,2012259
-121.319,45.838,2012259
-121.33,45.826,2012259
-121.333,45.836,2012259
-121.339,45.855,2012259
-121.342,45.865,2012259
-121.347,45.834,2012259
-121.35,45.844,2012259
-121.358,45.822,2012259
-121.361,45.832,2012259
-121.382,45.9,2012259
-121.375,45.83,2012259
-121.384,45.859,2012259
-121.47,46.141,2012259
-121.473,46.151,2012259
-121.392,45.837,2012259
-121.487,46.149,2012259
-121.501,46.147,2012259
-121.504,46.156,2012259
-121.509,46.125,2012259
-121.512,46.135,2012259
-121.515,46.145,2012259
-121.424,45.802,2012259
-121.514,46.094,2012259
-121.523,46.123,2012259
-121.438,45.8,2012259
-121.528,46.092,2012259
-121.537,46.121,2012259
-121.54,46.131,2012259
-121.549,46.16,2012259
-121.455,45.808,2012259
-121.551,46.119,2012259
-121.56,46.148,2012259
-121.563,46.158,2012259
-121.574,46.146,2012259
-121.577,46.156,2012259
-121.582,46.124,2012259
-121.614,46.181,2012259
-122.375,47.573,2012259
-120.893,47.891,2012260
-119.19,46.071,2012260
-119.192,46.081,2012260
-119.204,46.069,2012260
-119.218,46.067,2012260
-119.966,48.026,2012260
-119.969,48.036,2012260
-119.972,48.045,2012260
-119.984,48.034,2012260
-119.993,48.012,2012260
-119.996,48.022,2012260
-120.134,48.186,2012260
-120.146,48.175,2012260
-120.149,48.184,2012260
-120.158,48.163,2012260
-120.175,48.171,2012260
-120.173,48.11,2012260
-120.175,48.12,2012260
-120.178,48.13,2012260
-120.184,48.149,2012260
-120.187,48.159,2012260
-120.196,48.138,2012260
-120.199,48.147,2012260
-120.207,48.126,2012260
-120.21,48.136,2012260
-120.213,48.145,2012260
-120.225,48.134,2012260
-120.243,47.888,2012260
-120.289,48.044,2012260
-120.255,47.876,2012260
-120.258,47.886,2012260
-120.272,47.884,2012260
-120.278,47.904,2012260
-120.281,47.863,2012260
-120.292,47.902,2012260
-120.397,47.34,2012260
-120.4,47.35,2012260
-120.583,47.964,2012260
-120.586,47.974,2012260
-120.589,47.984,2012260
-120.592,47.993,2012260
-120.606,48.042,2012260
-120.409,47.328,2012260
-120.412,47.338,2012260
-120.414,47.348,2012260
-120.588,47.933,2012260
-120.591,47.943,2012260
-120.594,47.952,2012260
-120.597,47.962,2012260
-120.423,47.326,2012260
-120.606,47.941,2012260
-120.609,47.95,2012260
-120.612,47.96,2012260
-120.615,47.97,2012260
-120.434,47.315,2012260
-120.44,47.334,2012260
-120.443,47.344,2012260
-120.446,47.354,2012260
-120.455,47.332,2012260
-120.457,47.342,2012260
-120.463,47.361,2012260
-120.475,47.401,2012260
-120.495,47.469,2012260
-120.463,47.311,2012260
-120.466,47.321,2012260
-120.469,47.33,2012260
-120.472,47.34,2012260
-120.478,47.36,2012260
-120.475,47.299,2012260
-120.478,47.309,2012260
-120.483,47.328,2012260
-120.486,47.338,2012260
-120.489,47.348,2012260
-120.495,47.367,2012260
-120.524,47.465,2012260
-120.527,47.475,2012260
-120.475,47.248,2012260
-120.489,47.297,2012260
-120.492,47.307,2012260
-120.498,47.326,2012260
-120.501,47.336,2012260
-120.486,47.237,2012260
-120.489,47.246,2012260
-120.492,47.256,2012260
-120.506,47.305,2012260
-120.509,47.315,2012260
-120.526,47.373,2012260
-120.521,47.303,2012260
-120.509,47.213,2012260
-120.512,47.223,2012260
-120.515,47.233,2012260
-120.518,47.242,2012260
-120.52,47.252,2012260
-120.529,47.231,2012260
-120.535,47.25,2012260
-120.538,47.26,2012260
-120.538,47.209,2012260
-120.546,47.239,2012260
-120.549,47.248,2012260
-120.552,47.258,2012260
-120.564,47.297,2012260
-120.76,47.95,2012260
-120.552,47.207,2012260
-120.561,47.237,2012260
-120.563,47.246,2012260
-120.566,47.256,2012260
-120.581,47.305,2012260
-120.575,47.235,2012260
-120.578,47.244,2012260
-120.581,47.254,2012260
-120.584,47.264,2012260
-120.589,47.283,2012260
-120.595,47.303,2012260
-120.583,47.213,2012260
-120.589,47.233,2012260
-120.595,47.252,2012260
-120.598,47.262,2012260
-120.595,47.201,2012260
-120.603,47.231,2012260
-120.606,47.24,2012260
-120.609,47.25,2012260
-120.609,47.199,2012260
-120.612,47.209,2012260
-120.618,47.229,2012260
-120.623,47.197,2012260
-120.626,47.207,2012260
-120.632,47.227,2012260
-120.635,47.236,2012260
-120.997,48.374,2012260
-120.8,47.538,2012260
-120.803,47.548,2012260
-120.904,47.879,2012260
-120.806,47.507,2012260
-120.815,47.536,2012260
-120.818,47.546,2012260
-120.824,47.566,2012260
-120.823,47.515,2012260
-120.826,47.525,2012260
-120.829,47.534,2012260
-120.832,47.544,2012260
-120.933,47.875,2012260
-120.841,47.523,2012260
-120.844,47.532,2012260
-120.847,47.542,2012260
-120.855,47.571,2012260
-120.852,47.511,2012260
-120.855,47.521,2012260
-120.858,47.53,2012260
-120.861,47.54,2012260
-120.866,47.509,2012260
-120.869,47.519,2012260
-120.878,47.548,2012260
-120.889,46.795,2012260
-121.013,46.665,2012260
-121.055,46.659,2012260
-121.054,46.558,2012260
-121.472,46.1,2012260
-121.486,46.098,2012260
-121.489,46.108,2012260
-121.5,46.096,2012260
-121.503,46.106,2012260
-121.506,46.115,2012260
-121.509,46.125,2012260
-121.514,46.094,2012260
-121.517,46.104,2012260
-121.52,46.113,2012260
-121.523,46.123,2012260
-121.522,46.072,2012260
-121.531,46.102,2012260
-121.534,46.111,2012260
-121.537,46.121,2012260
-121.542,46.09,2012260
-121.545,46.099,2012260
-121.559,46.097,2012260
-119.966,48.026,2012261
-119.981,48.024,2012261
-119.984,48.034,2012261
-120.149,48.184,2012261
-120.152,48.194,2012261
-120.161,48.173,2012261
-120.163,48.182,2012261
-120.175,48.171,2012261
-120.178,48.181,2012261
-120.199,48.147,2012261
-120.201,48.157,2012261
-120.204,48.167,2012261
-120.213,48.145,2012261
-120.216,48.155,2012261
-120.563,48.048,2012261
-120.577,48.046,2012261
-120.595,48.054,2012261
-120.583,47.964,2012261
-120.586,47.974,2012261
-120.589,47.984,2012261
-120.423,47.326,2012261
-120.426,47.336,2012261
-120.457,47.342,2012261
-120.463,47.311,2012261
-120.466,47.321,2012261
-120.472,47.34,2012261
-120.475,47.35,2012261
-120.478,47.309,2012261
-120.48,47.319,2012261
-120.486,47.338,2012261
-120.489,47.348,2012261
-120.492,47.358,2012261
-120.501,47.387,2012261
-120.489,47.297,2012261
-120.503,47.346,2012261
-120.512,47.375,2012261
-120.538,47.463,2012261
-120.503,47.295,2012261
-120.552,47.461,2012261
-120.503,47.244,2012261
-120.506,47.254,2012261
-120.538,47.361,2012261
-120.52,47.252,2012261
-120.552,47.359,2012261
-120.734,47.964,2012261
-120.737,47.974,2012261
-120.535,47.25,2012261
-120.748,47.962,2012261
-120.546,47.239,2012261
-120.606,47.24,2012261
-120.609,47.25,2012261
-120.624,47.248,2012261
-120.973,48.347,2012261
-120.976,48.357,2012261
-120.991,48.355,2012261
-120.806,47.507,2012261
-120.815,47.536,2012261
-120.818,47.546,2012261
-120.824,47.566,2012261
-120.832,47.544,2012261
-120.844,47.532,2012261
-120.847,47.542,2012261
-120.855,47.571,2012261
-121.021,46.695,2012261
-121.03,46.673,2012261
-121.033,46.683,2012261
-121.036,46.693,2012261
-121.047,46.681,2012261
-121.05,46.691,2012261
-121.061,46.679,2012261
-121.5,46.096,2012261
-121.503,46.106,2012261
-121.506,46.115,2012261
-121.509,46.125,2012261
-121.514,46.094,2012261
-121.517,46.104,2012261
-121.528,46.092,2012261
-121.531,46.102,2012261
-121.534,46.111,2012261
